;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
377;centro universitário da grande dourados;81954;produção agrícola;5;104;4.81;55,8
378;centro universitário da grande dourados;91501;produção publicitária;18;227;7.93;89,1
379;centro universitário da grande dourados;30786;psicologia;28;172;16.28;72,1
380;centro universitário da grande dourados;63960;serviço social;20;524;3.82;60,5
381;centro universitário da grande dourados;100636;teologia;7;184;3.8;35,9
382;centro universitário da serra gaúcha;20710;administração;4;870;0.46;97,9
383;centro universitário da serra gaúcha;87550;ciências contábeis;7;119;5.88;84,9
384;centro universitário da serra gaúcha;95914;design;6;223;2.69;79,8
385;centro universitário da serra gaúcha;67977;direito;3;205;1.46;87,8
386;centro universitário da serra gaúcha;50265;educação física;4;202;1.98;78,4
387;centro universitário da serra gaúcha;75671;fisioterapia;2;100;2.0;85
388;centro universitário da serra gaúcha;81050;psicologia;11;232;4.74;92,7
389;centro universitário de anápolis;22018;administração;15;111;13.51;38,6
390;centro universitário de anápolis;1107921;arquitetura e urbanismo;7;19;36.84;63,2
391;centro universitário de anápolis;119900;design gráfico;2;15;13.33;26,7
392;centro universitário de anápolis;8101;direito;44;280;15.71;34,8
393;centro universitário de anápolis;20734;educação física;24;87;27.59;67,6
394;centro universitário de anápolis;20451;enfermagem;10;28;35.71;21,4
395;centro universitário de anápolis;119896;engenharia civil;12;107;11.21;37,4
396;centro universitário de anápolis;81384;farmácia;7;36;19.44;38,9
397;centro universitário de anápolis;50809;fisioterapia;1;21;4.76;38,1
398;centro universitário de anápolis;97871;gastronomia;3;22;13.64;27,3
399;centro universitário de anápolis;97875;gestão financeira;6;28;21.43;17,9
400;centro universitário de anápolis;23455;letras - português e inglês;4;13;30.77;38,5
401;centro universitário de anápolis;119898;logística;4;35;11.43;31,4
402;centro universitário de anápolis;8097;matemática;6;8;75.0;12,5
403;centro universitário de anápolis;108884;medicina;4;71;5.63;5,6
404;centro universitário de anápolis;8100;odontologia;15;148;10.14;9,5
405;centro universitário de anápolis;90414;pedagogia;18;104;17.31;37,5
406;centro universitário de anápolis;97873;radiologia;7;20;35.0;55
407;centro universitário de anápolis;73318;sistemas de informação;7;13;53.85;61,5
408;centro universitário de barra mansa;10393;administração;36;139;25.9;88,5
409;centro universitário de barra mansa;73014;biologia;13;47;27.66;91,5
410;centro universitário de barra mansa;20917;ciências contábeis;10;59;16.95;88,1
411;centro universitário de barra mansa;10392;direito;32;246;13.01;91,9
412;centro universitário de barra mansa;82321;educação física;12;67;17.91;26,9
413;centro universitário de barra mansa;10394;enfermagem;4;72;5.56;93,9
414;centro universitário de barra mansa;109996;engenharia de controle e automação;10;150;6.67;90
415;centro universitário de barra mansa;102451;engenharia de petróleo;15;70;21.43;97,1
416;centro universitário de barra mansa;102454;engenharia de produção;22;270;8.15;90,7
417;centro universitário de barra mansa;20919;farmácia;3;37;8.11;89,2
418;centro universitário de barra mansa;20921;fisioterapia;5;30;16.67;96,7
419;centro universitário de barra mansa;88286;gestão de recursos humanos;10;68;14.71;19,1
420;centro universitário de barra mansa;90123;logística;13;82;15.85;34,1
421;centro universitário de barra mansa;121462;música;2;30;6.67;46,7
422;centro universitário de barra mansa;20916;nutrição;8;30;26.67;90
423;centro universitário de barra mansa;120250;pedagogia;4;45;8.89;37,8
424;centro universitário de barra mansa;99667;psicologia;5;44;11.36;90,9
425;centro universitário de belo horizonte;20831;administração;7;202;3.47;69,8
426;centro universitário de belo horizonte;55439;arquitetura e urbanismo;6;79;7.59;70,9
427;centro universitário de belo horizonte;1108108;biomedicina;22;73;30.14;60,3
428;centro universitário de belo horizonte;20833;ciência da computação;15;134;11.19;82,8
429;centro universitário de belo horizonte;88241;ciências biológicas;13;96;13.54;73
430;centro universitário de belo horizonte;62572;ciências contábeis;3;66;4.55;68,2
431;centro universitário de belo horizonte;31667;comunicação social - publicidade e propaganda;9;138;6.52;60,9
432;centro universitário de belo horizonte;1108368;construção de edifícios;15;41;36.59;73,2
433;centro universitário de belo horizonte;88235;design de moda;3;60;5.0;53,3
434;centro universitário de belo horizonte;97045;design gráfico;12;139;8.63;67,6
435;centro universitário de belo horizonte;20832;direito;3;319;0.94;70,5
436;centro universitário de belo horizonte;64826;ecologia;4;18;22.22;66,7
437;centro universitário de belo horizonte;20834;educação física;6;440;1.36;70,1
438;centro universitário de belo horizonte;106760;enfermagem;2;53;3.77;79,2
439;centro universitário de belo horizonte;1105494;engenharia ambiental;23;116;19.83;65,5
440;centro universitário de belo horizonte;111416;engenharia civil;36;341;10.56;68,3
441;centro universitário de belo horizonte;1105493;engenharia de produção;10;100;10.0;75
442;centro universitário de belo horizonte;92377;engenharia elétrica;4;177;2.26;71,2
443;centro universitário de belo horizonte;106754;engenharia química;14;199;7.04;65,8
444;centro universitário de belo horizonte;85387;eventos;14;136;10.29;58,1
445;centro universitário de belo horizonte;20836;fisioterapia;9;93;9.68;72
446;centro universitário de belo horizonte;20837;geografia;6;180;3.33;72,7
447;centro universitário de belo horizonte;106757;gestão da qualidade;10;76;13.16;40,8
448;centro universitário de belo horizonte;75627;gestão da tecnologia da informação;9;122;7.38;59,8
449;centro universitário de belo horizonte;75611;gestão de recursos humanos;17;140;12.14;47,1
450;centro universitário de belo horizonte;75613;gestão de segurança privada;7;73;9.59;37
451;centro universitário de belo horizonte;75620;gestão pública;20;101;19.8;54,5
452;centro universitário de belo horizonte;7650;história;8;154;5.19;68,8
453;centro universitário de belo horizonte;29410;jornalismo;10;137;7.3;60,6
454;centro universitário de belo horizonte;33071;letras - português e inglês;10;76;13.16;71,1
455;centro universitário de belo horizonte;79535;marketing;10;88;11.36;51,1
456;centro universitário de belo horizonte;7652;matemática;10;96;10.42;71,9
457;centro universitário de belo horizonte;100688;medicina;3;73;4.11;15,1
458;centro universitário de belo horizonte;20838;nutrição;1;50;2.0;66
459;centro universitário de belo horizonte;102595;pedagogia;34;173;19.65;35,8
460;centro universitário de belo horizonte;75615;processos gerenciais;7;100;7.0;55
461;centro universitário de belo horizonte;85393;produção multimídia;9;77;11.69;68,8
462;centro universitário de belo horizonte;64824;relações internacionais;12;107;11.21;73,8
463;centro universitário de belo horizonte;109522;segurança pública;2;66;3.03;53
464;centro universitário de belo horizonte;75625;sistemas para internet;10;74;13.51;62,2
465;centro universitário de caratinga;11697;administração;28;89;31.46;37,1
466;centro universitário de caratinga;69650;ciências biológicas;16;31;51.61;32,3
467;centro universitário de caratinga;108158;ciências contábeis;29;38;76.32;31,6
468;centro universitário de caratinga;84126;educação física;43;151;28.48;44,8
469;centro universitário de caratinga;61298;enfermagem;44;91;48.35;60,8
470;centro universitário de caratinga;107712;engenharia ambiental e sanitária;45;152;29.61;48,7
471;centro universitário de caratinga;82778;farmácia;45;29;155.17;51,7
472;centro universitário de caratinga;18059;fisioterapia;24;127;18.9;56,3
473;centro universitário de caratinga;11685;geografia;24;25;96.0;48
474;centro universitário de caratinga;121576;letras - português e inglês;15;41;36.59;39
475;centro universitário de caratinga;50662;medicina;3;70;4.29;1,4
476;centro universitário de caratinga;82782;nutrição;20;29;68.97;44,8
477;centro universitário de caratinga;84074;pedagogia;35;126;27.78;16,1
478;centro universitário de caratinga;93413;psicologia;19;53;35.85;34
479;centro universitário de caratinga;50664;química;22;45;48.89;55,2
480;centro universitário de goiás;8139;administração;13;96;13.54;58,3
481;centro universitário de goiás;81845;agronomia;14;80;17.5;31,3
482;centro universitário de goiás;82044;ciências biológicas;27;129;20.93;53
483;centro universitário de goiás;8140;ciências contábeis;27;111;24.32;39,6
484;centro universitário de goiás;73275;comunicação social - publicidade e propaganda;7;46;15.22;50
485;centro universitário de goiás;8141;direito;88;592;14.86;42,6
486;centro universitário de goiás;79659;engenharia de computação;4;26;15.38;73,1
487;centro universitário de goiás;67133;gestão ambiental;14;73;19.18;38,4
488;centro universitário de goiás;83030;gestão comercial;7;39;17.95;48,7
489;centro universitário de goiás;101682;gestão da tecnologia da informação;6;60;10.0;56,7
490;centro universitário de goiás;82588;gestão de recursos humanos;13;85;15.29;37,6
491;centro universitário de goiás;82878;negócios imobiliários;7;42;16.67;69
492;centro universitário de goiás;73267;pedagogia;11;52;21.15;28,8
493;centro universitário de goiás;82586;processos gerenciais;3;51;5.88;37,3
494;centro universitário de goiás;81849;química;8;59;13.56;56,3
495;centro universitário de itajubá;79680;automação industrial;2;24;8.33;70,8
496;centro universitário de itajubá;361082;ciências biológicas;2;20;10.0;45
497;centro universitário de itajubá;102754;educação física;3;44;6.82;29,5
498;centro universitário de itajubá;2586;engenharia civil;4;46;8.7;30,4
499;centro universitário de itajubá;69590;fabricação mecânica;4;28;14.29;53,6
500;centro universitário de itajubá;67795;farmácia;4;42;9.52;21,4
501;centro universitário de itajubá;50550;fisioterapia;4;29;13.79;48,3
502;centro universitário de itajubá;83694;medicina veterinária;5;54;9.26;38,9
503;centro universitário de itajubá;2588;pedagogia;6;52;11.54;26,9
504;centro universitário de itajubá;32352;psicologia;4;30;13.33;36,7
505;centro universitário de itajubá;97637;sistema de informação;6;46;13.04;34,8
506;centro universitário de joão pessoa;7684;administração;4;76;5.26;63,2
507;centro universitário de joão pessoa;38551;arquitetura e urbanismo;6;116;5.17;77,6
508;centro universitário de joão pessoa;19047;ciência da computação;3;72;4.17;79,2
509;centro universitário de joão pessoa;7685;ciências contábeis;4;39;10.26;51,3
510;centro universitário de joão pessoa;115294;design de moda;2;43;4.65;44,2
511;centro universitário de joão pessoa;7683;direito;90;1115;8.07;67,5
512;centro universitário de joão pessoa;7682;educação física;9;65;13.85;30,4
513;centro universitário de joão pessoa;97323;enfermagem;2;89;2.25;57,3
514;centro universitário de joão pessoa;19048;fisioterapia;5;91;5.49;78
515;centro universitário de joão pessoa;101820;odontologia;5;106;4.72;73,6
516;centro universitário de joão pessoa;7686;psicologia;17;129;13.18;48,8
517;centro universitário de lavras;20859;ciências biológicas;2;38;5.26;68,4
518;centro universitário de lavras;73097;direito;11;150;7.33;48
519;centro universitário de lavras;60335;enfermagem;5;59;8.47;0
520;centro universitário de lavras;118636;engenharia civil;8;210;3.81;77,2
521;centro universitário de lavras;112412;engenharia de produção;4;70;5.71;61,4
522;centro universitário de lavras;5284;fisioterapia;3;31;9.68;29
523;centro universitário de lavras;118638;gestão comercial;5;116;4.31;37,9
