;Nome da Instituição;Código do Curso de Graduação;Nome do Curso de Graduação;Quantia de Bolsas;Quantidade de Ingressantes no Curso;Percentual de Bolsas;Taxa de Desistência Acumulada - TODA
5322;universidade da amazônia;20009;ciência da computação;6;46;13.04;87
5323;universidade da amazônia;8055;ciências contábeis;8;126;6.35;71,4
5324;universidade da amazônia;8061;direito;172;818;21.03;62,5
5325;universidade da amazônia;107224;enfermagem;24;341;7.04;71,6
5326;universidade da amazônia;106448;engenharia ambiental e sanitária;2;36;5.56;94,4
5327;universidade da amazônia;8063;engenharia civil;28;224;12.5;77,2
5328;universidade da amazônia;71623;engenharia de produção;7;21;33.33;71,4
5329;universidade da amazônia;21599;fisioterapia;13;185;7.03;82,7
5330;universidade da amazônia;18309;fonoaudiologia;1;20;5.0;75
5331;universidade da amazônia;57844;jornalismo;4;63;6.35;90,3
5332;universidade da amazônia;99014;letras - inglês;2;31;6.45;54,8
5333;universidade da amazônia;55869;letras - língua portuguesa;2;12;16.67;66,7
5334;universidade da amazônia;97709;moda;2;60;3.33;60
5335;universidade da amazônia;107227;nutrição;9;139;6.47;81,3
5336;universidade da amazônia;8059;psicologia;31;253;12.25;77,1
5337;universidade da amazônia;89216;relações internacionais;13;101;12.87;90,1
5338;universidade da amazônia;8065;serviço social;13;80;16.25;63,8
5339;universidade da amazônia;107232;terapia ocupacional;4;38;10.53;86,8
5340;universidade de araraquara;4310;administração;11;231;4.76;60,6
5341;universidade de araraquara;38564;biomedicina;2;38;5.26;39,5
5342;universidade de araraquara;4318;ciências biológicas;3;107;2.8;44,9
5343;universidade de araraquara;45130;comunicação social - publicidade e propaganda;4;61;6.56;36,1
5344;universidade de araraquara;110318;design;7;91;7.69;71,4
5345;universidade de araraquara;118275;design de moda;4;54;7.41;57,4
5346;universidade de araraquara;4313;direito;15;350;4.29;38
5347;universidade de araraquara;20087;educação física;1;98;1.02;76,1
5348;universidade de araraquara;49732;enfermagem;3;68;4.41;50
5349;universidade de araraquara;118273;engenharia civil;3;66;4.55;54,5
5350;universidade de araraquara;63638;engenharia de automação e sistemas;2;44;4.55;77,3
5351;universidade de araraquara;49743;engenharia de computação;1;49;2.04;89,8
5352;universidade de araraquara;108310;engenharia de energias renováveis e ambiente;4;39;10.26;51,3
5353;universidade de araraquara;20086;engenharia de produção;6;111;5.41;54,1
5354;universidade de araraquara;49740;engenharia elétrica;4;62;6.45;62,9
5355;universidade de araraquara;105434;estética e cosmética;6;158;3.8;50
5356;universidade de araraquara;49754;farmácia;9;61;14.75;42,6
5357;universidade de araraquara;19362;fisioterapia;7;92;7.61;58,7
5358;universidade de araraquara;38560;nutrição;1;57;1.75;54,4
5359;universidade de araraquara;55362;odontologia;1;45;2.22;15,6
5360;universidade de araraquara;98870;pedagogia;2;93;2.15;37,6
5361;universidade de araraquara;57200;psicologia;3;69;4.35;44,9
5362;universidade de araraquara;19360;sistemas de informação;5;87;5.75;82,8
5363;universidade de araraquara;75260;terapia ocupacional;4;45;8.89;60
5364;universidade de caxias do sul;27497;administração;301;2486;12.11;100
5365;universidade de caxias do sul;88562;agronomia;13;126;10.32;40,8
5366;universidade de caxias do sul;64929;análise e desenvolvimento de sistemas;11;25;44.0;72
5367;universidade de caxias do sul;1140;arquitetura e urbanismo;17;134;12.69;69,4
5368;universidade de caxias do sul;1127914;automação industrial;18;95;18.95;91,6
5369;universidade de caxias do sul;1110;ciência da computação;28;139;20.14;83,5
5370;universidade de caxias do sul;1109;ciências biológicas;50;218;22.94;66,7
5371;universidade de caxias do sul;1103;ciências contábeis;139;567;24.51;51,2
5372;universidade de caxias do sul;1104;ciências econômicas;22;100;22.0;62
5373;universidade de caxias do sul;24299;comunicação social - publicidade e propaganda;10;106;9.43;61,3
5374;universidade de caxias do sul;106910;comércio internacional;30;296;10.14;53,1
5375;universidade de caxias do sul;1105331;design;17;158;10.76;61,5
5376;universidade de caxias do sul;121110;design de moda;6;165;3.64;40,6
5377;universidade de caxias do sul;1101;direito;234;1261;18.56;49,8
5378;universidade de caxias do sul;66129;educação física;13;346;3.76;68,1
5379;universidade de caxias do sul;1115914;eletrônica industrial;8;16;50.0;100
5380;universidade de caxias do sul;45693;enfermagem;44;201;21.89;65,2
5381;universidade de caxias do sul;40404;engenharia ambiental;21;92;22.83;83,7
5382;universidade de caxias do sul;1105330;engenharia civil;8;141;5.67;62,4
5383;universidade de caxias do sul;50304;engenharia de alimentos;24;62;38.71;88,7
5384;universidade de caxias do sul;98118;engenharia de controle e automação;15;127;11.81;80,2
5385;universidade de caxias do sul;57714;engenharia de materiais;13;60;21.67;86,7
5386;universidade de caxias do sul;40405;engenharia de produção;41;288;14.24;73,8
5387;universidade de caxias do sul;1115910;engenharia eletrônica;3;26;11.54;96,2
5388;universidade de caxias do sul;57706;engenharia elétrica;16;116;13.79;81,9
5389;universidade de caxias do sul;22642;engenharia mecânica;30;416;7.21;72,3
5390;universidade de caxias do sul;26065;engenharia química;10;122;8.2;62,3
5391;universidade de caxias do sul;70604;farmácia;24;79;30.38;62
5392;universidade de caxias do sul;45735;filosofia;19;54;35.19;67,9
5393;universidade de caxias do sul;50302;fisioterapia;19;118;16.1;58,5
5394;universidade de caxias do sul;1116795;fotografia;8;31;25.81;77,4
5395;universidade de caxias do sul;1116798;gestão comercial;7;85;8.24;64,5
5396;universidade de caxias do sul;1115906;gestão de recursos humanos;8;123;6.5;71,1
5397;universidade de caxias do sul;1116797;gestão financeira;10;90;11.11;64,7
5398;universidade de caxias do sul;1095;história;33;93;35.48;52,7
5399;universidade de caxias do sul;29730;letras - inglês;6;43;13.95;65,1
5400;universidade de caxias do sul;25674;letras - língua portuguesa;26;101;25.74;53,3
5401;universidade de caxias do sul;1117530;marketing;9;84;10.71;65,4
5402;universidade de caxias do sul;1112;matemática;14;45;31.11;73,3
5403;universidade de caxias do sul;1107;medicina;11;82;13.41;7,3
5404;universidade de caxias do sul;72777;nutrição;15;104;14.42;55,8
5405;universidade de caxias do sul;24396;pedagogia;52;276;18.84;40
5406;universidade de caxias do sul;1115907;processos gerenciais;2;196;1.02;63,2
5407;universidade de caxias do sul;29733;psicologia;21;175;12.0;60,6
5408;universidade de caxias do sul;1105571;secretariado;2;26;7.69;53,8
5409;universidade de caxias do sul;1098;serviço social;17;76;22.37;57,9
5410;universidade de caxias do sul;50298;sistemas de informação;34;140;24.29;60,9
5411;universidade de caxias do sul;1115909;sociologia;10;22;45.45;81,8
5412;universidade de caxias do sul;75926;tecnologias digitais;7;48;14.58;93,8
5413;universidade de caxias do sul;1130;turismo;18;48;37.5;40
5414;universidade de cruz alta;9229;administração;4;70;5.71;65,7
5415;universidade de cruz alta;18051;arquitetura e urbanismo;3;39;7.69;61,5
5416;universidade de cruz alta;69109;biomedicina;5;24;20.83;54,2
5417;universidade de cruz alta;20966;ciência da computação;2;20;10.0;75
5418;universidade de cruz alta;9236;ciências contábeis;5;34;14.71;67,6
5419;universidade de cruz alta;9227;direito;16;138;11.59;58
5420;universidade de cruz alta;9225;educação física;6;24;25.0;75
5421;universidade de cruz alta;18052;enfermagem;5;29;17.24;41,4
5422;universidade de cruz alta;112062;estética e cosmética;2;33;6.06;45,5
5423;universidade de cruz alta;18053;farmácia;9;18;50.0;61,1
5424;universidade de cruz alta;9226;fisioterapia;3;22;13.64;50
5425;universidade de cruz alta;9240;jornalismo;6;24;25.0;100
5426;universidade de cruz alta;19005;medicina veterinária;14;119;11.76;64,7
5427;universidade de cruz alta;9238;pedagogia;17;58;29.31;26,2
5428;universidade de cuiabá;16829;administração;123;399;30.83;69,8
5429;universidade de cuiabá;75099;agronomia;8;35;22.86;71,4
5430;universidade de cuiabá;18471;arquitetura e urbanismo;13;245;5.31;69,4
5431;universidade de cuiabá;16828;ciências biológicas;96;149;64.43;58,6
5432;universidade de cuiabá;16830;ciências contábeis;35;176;19.89;61,4
5433;universidade de cuiabá;46183;comunicação social - publicidade e propaganda;7;68;10.29;85,3
5434;universidade de cuiabá;73090;design de interiores;3;50;6.0;70
5435;universidade de cuiabá;71593;design de moda;3;41;7.32;68,3
5436;universidade de cuiabá;16817;direito;94;1071;8.78;67
5437;universidade de cuiabá;73084;educação física;3;101;2.97;64
5438;universidade de cuiabá;18473;enfermagem;13;96;13.54;68,8
5439;universidade de cuiabá;101253;engenharia ambiental;10;164;6.1;82,3
5440;universidade de cuiabá;113750;engenharia de produção;11;97;11.34;79,4
5441;universidade de cuiabá;115058;estética e cosmética;12;186;6.45;63,4
5442;universidade de cuiabá;16826;farmácia;11;98;11.22;66,3
5443;universidade de cuiabá;16825;fisioterapia;14;296;4.73;72,6
5444;universidade de cuiabá;87358;gastronomia;28;155;18.06;41,3
5445;universidade de cuiabá;71469;gestão comercial;13;125;10.4;49,6
5446;universidade de cuiabá;73072;gestão de recursos humanos;9;133;6.77;30,8
5447;universidade de cuiabá;123253;gestão financeira;3;74;4.05;51,4
5448;universidade de cuiabá;16821;história;3;5;60.0;40
5449;universidade de cuiabá;71466;jornalismo;5;24;20.83;62,5
5450;universidade de cuiabá;27190;letras - espanhol;13;50;26.0;62
5451;universidade de cuiabá;103878;logística;7;87;8.05;60,9
5452;universidade de cuiabá;123251;marketing;9;38;23.68;65,8
5453;universidade de cuiabá;60536;matemática;7;15;46.67;66,7
5454;universidade de cuiabá;18472;medicina;12;156;7.69;50
5455;universidade de cuiabá;16834;medicina veterinária;8;104;7.69;76
5456;universidade de cuiabá;75096;nutrição;6;90;6.67;75,6
5457;universidade de cuiabá;16827;odontologia;3;141;2.13;68,1
5458;universidade de cuiabá;16819;pedagogia;4;119;3.36;51,3
5459;universidade de cuiabá;101257;pilotagem profissional de aeronaves;8;92;8.7;71,7
5460;universidade de cuiabá;16824;psicologia;24;77;31.17;67,5
5461;universidade de cuiabá;72818;radiologia;3;79;3.8;65,8
5462;universidade de cuiabá;63828;redes de computadores;4;46;8.7;65,2
5463;universidade de cuiabá;87356;segurança no trabalho;4;69;5.8;59,4
5464;universidade de cuiabá;20178;sistemas de informação;11;111;9.91;73
5465;universidade de franca;10152;administração;7;449;1.56;64
5466;universidade de franca;10149;arquitetura e urbanismo;7;93;7.53;41,9
5467;universidade de franca;38370;artes visuais;8;27;29.63;37
5468;universidade de franca;69454;biomedicina;10;62;16.13;62,9
5469;universidade de franca;10159;ciência da computação;15;91;16.48;72,5
5470;universidade de franca;10154;ciências biológicas;13;53;24.53;64,7
5471;universidade de franca;10153;ciências contábeis;14;273;5.13;43
5472;universidade de franca;36296;comunicação social - publicidade e propaganda;5;42;11.9;66,7
5473;universidade de franca;106185;comércio exterior;4;27;14.81;59,3
5474;universidade de franca;35381;design de produto;4;37;10.81;62,2
5475;universidade de franca;30102;design gráfico;6;96;6.25;77,1
5476;universidade de franca;10160;direito;7;389;1.8;75,1
5477;universidade de franca;10162;educação física;10;291;3.44;56
5478;universidade de franca;69459;enfermagem;10;78;12.82;47,4
5479;universidade de franca;25172;engenharia civil;14;194;7.22;68,6
5480;universidade de franca;29685;engenharia de produção;10;82;12.2;67,1
5481;universidade de franca;123404;engenharia elétrica;8;76;10.53;64,5
5482;universidade de franca;123403;engenharia mecânica;4;44;9.09;79,5
5483;universidade de franca;32592;engenharia química;6;56;10.71;69,6
5484;universidade de franca;106157;estética e cosmética;8;132;6.06;44,7
5485;universidade de franca;21592;farmácia;11;90;12.22;36,7
5486;universidade de franca;18444;fisioterapia;7;50;14.0;46
5487;universidade de franca;10150;fonoaudiologia;16;52;30.77;59,6
5488;universidade de franca;1108468;física;4;18;22.22;61,1
5489;universidade de franca;106161;gastronomia;9;115;7.83;59,1
5490;universidade de franca;97727;geografia;9;82;10.98;34,8
5491;universidade de franca;106169;gestão ambiental;11;33;33.33;57,6
5492;universidade de franca;106171;gestão de recursos humanos;15;70;21.43;62,9
5493;universidade de franca;106179;gestão financeira;12;55;21.82;63,6
5494;universidade de franca;89143;história;3;104;2.88;43,5
5495;universidade de franca;22596;jornalismo;7;32;21.88;59,4
5496;universidade de franca;22366;letras - português;6;51;11.76;30
5497;universidade de franca;38368;letras - português e espanhol;8;49;16.33;62,5
5498;universidade de franca;22367;letras - português e inglês;10;75;13.33;46,7
5499;universidade de franca;31778;letras - tradutor e intérprete;11;27;40.74;66,7
5500;universidade de franca;89141;manutenção industrial;7;39;17.95;59
5501;universidade de franca;106163;marketing;4;85;4.71;61,2
5502;universidade de franca;10158;matemática;7;27;25.93;59,3
5503;universidade de franca;75218;mecatrônica industrial;12;71;16.9;59,2
5504;universidade de franca;19119;medicina veterinária;2;60;3.33;75
5505;universidade de franca;56622;nutrição;7;60;11.67;63,3
5506;universidade de franca;18443;odontologia;10;83;12.05;49,4
5507;universidade de franca;95295;pedagogia;13;696;1.87;52,5
5508;universidade de franca;106189;produção sucroalcooleira;5;34;14.71;64,7
5509;universidade de franca;38369;psicologia;16;164;9.76;53,7
5510;universidade de franca;69487;radiologia;4;57;7.02;61,4
5511;universidade de franca;21353;sistemas de informação;21;132;15.91;60,6
5512;universidade de itaúna;90488;administração;15;119;12.61;35,3
5513;universidade de itaúna;20862;arquitetura e urbanismo;11;125;8.8;39,2
5514;universidade de itaúna;49881;ciência da computação;6;28;21.43;53,6
5515;universidade de itaúna;70938;ciências biológicas;10;43;23.26;25,6
5516;universidade de itaúna;18699;ciências contábeis;8;85;9.41;38,8
5517;universidade de itaúna;7378;direito;36;394;9.14;42,5
5518;universidade de itaúna;318956;educação física;13;81;16.05;35,8
5519;universidade de itaúna;79225;enfermagem;14;66;21.21;51,5
5520;universidade de itaúna;79241;engenharia de produção;21;147;14.29;53,7
